Player_ID;Player;Negotiations;Fights;Total;Attrition
853735377;MOMIS;0;6312;6312;0
853257593;Footsoldier;23;6009;6055;83
12782869;Qi the coconut;0;5832;5832;93
1428445;MarkD1964;0;5364;5364;34
2277993;Crusaderx;0;5085;5085;48
9795849;Magnus the Terrible 439;325;4417;5067;82
851598404;-Baba Yaga-;9;5018;5036;0
705849;lasherbob;0;4680;4680;55
851914808;Selene the Blessed 1233;14;4595;4623;23
7954450;Bloody Pastor;83;4384;4550;54
47808;vagelis99;0;4505;4505;4
855031788;Blackcong;0;4172;4172;66
11899618;Master A;0;4117;4117;0
854681998;Zodman;0;4031;4031;3
9762415;0p1ate;0;3806;3806;49
45238;Frodoo;0;3708;3708;0
849762034;Diddler;0;3619;3619;25
849603210;TSTT;0;3604;3604;70
8622496;Waynes world1;0;3518;3518;30
853267111;Kuniggsbog;0;3447;3447;0
854882618;CCCC123;0;3424;3424;89
855299275;Thesseuss;0;3396;3396;0
851800597;Meandmyself;0;3311;3311;35
10593569;Badvok the Bold;0;3036;3036;22
853774595;Mr Sonic;0;3031;3031;0
4194345;becop;0;2927;2927;63
854648420;Pollar;0;2915;2915;68
849612867;TINY HEROS;0;2913;2913;0
850813028;Cylens;0;2883;2883;5
851894029;Afrodite1;0;2800;2800;35
5589732;Brave Heart 72;0;2608;2608;9
853520455;Phillip the Fair;0;2505;2505;30
827787;pywackit;0;2485;2485;10
850518321;alterdestiny;0;2412;2412;0
11807816;Dpunk;0;2207;2207;15
851298155;willow324;0;2186;2186;0
6141929;Carra;0;2175;2175;36
850938639;Green II;0;2168;2168;0
1148549;mehdialone;0;2165;2165;45
850445151;Swan76;44;2032;2120;0
853116853;Master Jai;0;2048;2048;17
5367654;King John of Ambler;0;2024;2024;0
849566070;Aspandiat;0;1828;1828;0
4472091;Belch1;0;1729;1729;13
850665098;Ellwinara;0;1717;1717;6
1726167;Bendrr;0;1694;1694;0
851585890;SharpSabrina;0;1654;1654;0
1891201;edman4444;0;1630;1630;0
2465641;=Alpha=Wolf=;0;1616;1616;0
9574867;Salikas;0;1589;1589;9
12992719;ChilliBeanz62;0;1561;1561;14
12714764;Jaffa The O;0;1509;1509;0
13086826;Alex The Great;0;1486;1486;0
1724508;cvetkovic;0;1438;1438;10
11482655;El Kabong;0;1428;1428;10
854714000;sixtyodin;0;1368;1368;0
852477144;Koneig;0;1307;1307;0
851616738;MagicI;0;1307;1307;3
4749897;DutchTheIV;0;1284;1284;42
850307582;Rex Bellator;0;1278;1278;17
853346321;Moiraine of the Blue;5;1173;1183;3
761097;gareth dragonsbane;0;1124;1124;8
4765723;djcdjc;0;1116;1116;0
853797540;Odinn;0;1114;1114;37
4225910;Hadrian the Intrepid 121;0;1088;1088;5
13309306;Ser Arthur Dayne.;13;972;998;0
5374197;Pammy Norrie;0;994;994;52
850331824;Brocksta;0;960;960;0
849380627;FastGunner;0;923;923;0
11245188;Bernini;0;888;888;0
1436378;Dn4lor;0;878;878;12
850481022;TRTLC;0;658;658;0
6730017;Peace.;0;652;652;46
852293256;Rolanddd;0;474;474;0
104779;VITORO;0;355;355;0
